@relation PresenceOfPecans
@attribute Site numeric
@attribute LATITUDE numeric
@attribute ELEV numeric
@attribute COKLM numeric
@attribute MWM numeric
@attribute MCM numeric
@attribute RHIGH numeric
@attribute RLOW numeric
@attribute RRCORR numeric
@attribute CMAT numeric
@attribute CRR numeric
@attribute RRCORR2 numeric
@attribute SEASON {1,2,3,4}
@attribute RRCORR3 numeric
@attribute ET numeric
@attribute BT numeric
@attribute PET numeric
@attribute AE numeric
@attribute RUNOFF numeric
@attribute BIO5 numeric
@attribute BAR5 numeric
@attribute NAGP numeric
@attribute TEMP numeric
@attribute WATD numeric
@attribute MI numeric
@attribute HIRX numeric
@attribute SNOWAC numeric
@attribute RRANGE numeric
@attribute TRANGE numeric
@attribute REVEN numeric
@attribute MRAIN numeric
@attribute MTEMP numeric
@attribute SDTEMP numeric
@attribute SDRAIN numeric
@attribute CVTEMP numeric
@attribute CVRAIN numeric
@attribute WSTORAGE numeric
@attribute PTOAE numeric
@attribute PTOWATD numeric
@attribute PTORUN numeric
@attribute PTOWATR numeric
@attribute PGROW numeric
@attribute GROWC numeric
@attribute WLTGRC numeric
@attribute WATDGRC numeric
@attribute RUNGRC numeric
@attribute WATRGRC numeric
@attribute WRET numeric
@attribute PERWLTG numeric
@attribute PERWDEF numeric
@attribute PERWRET numeric
@attribute DEFPER numeric
@attribute AVWAT numeric
@attribute CLIM numeric
@attribute CLASS {D, W}
@attribute MEDSTAB numeric
@attribute SUCSTAB numeric
@attribute SUCSTAB2 numeric
@attribute WACCESS numeric
@attribute LLAT numeric
@attribute LBIO5 numeric
@attribute LNAGP numeric
@attribute LMEANELV numeric
@attribute LET numeric
@attribute LPET numeric
@attribute LAE numeric
@attribute LBT numeric
@attribute LTRANGE numeric
@attribute LCMAT numeric
@attribute LMCM numeric
@attribute LMWM numeric
@attribute LMTEMP numeric
@attribute LCVTEMP numeric
@attribute LCRR numeric
@attribute LREVEN numeric
@attribute LRRCORR2 numeric
@attribute LRRCORR3 numeric
@attribute LRRANGE numeric
@attribute LDEFPER numeric
@attribute LPERWDEF numeric
@attribute LPTOAE numeric
@attribute LRUNOFF numeric
@attribute LRHIGH numeric
@attribute LRLOW numeric
@attribute LCOKLM numeric
@attribute LPERWLTG numeric
@attribute LSNOWAC numeric
@attribute LWACCESS numeric
@attribute LPTORUN numeric
@attribute LRUNGRC numeric
@attribute LWRET numeric
@attribute LWLTGRC numeric
@attribute LBAR5 numeric
@attribute LMRAIN numeric
@attribute LWATD numeric
@attribute LCVRAIN numeric
@attribute LPTOWATD numeric
@attribute LPTOWATR numeric
@attribute LWATRGRC numeric
@attribute LHIRX numeric
@attribute LSSTAB2 numeric
@attribute EXPREY numeric
@attribute LEXPREY numeric

@attribute Pecans {0,1}
@data


1,11.1,1640,69,34.72,24.28,38.1,1.02,2,29.213,148.082,6.5,3,4.5,20.7229,29.213,1817.6572,148.082,0,64.6215,0.7368,87.7069,46.3564,1669.5753,-91.8531,12.2747,0,37.08,10.44,3.0875,2.6772,86.9042,3.6283,12.5343,12.4203,101.5729,68.95,12.2747,1.0887,1817.6572,1817.6572,0,12,12,12,0,0,0,1,1,0,100,1,6,D,0.9215,145.2766,10.0408,0.02,1.0457,1.8104,1.943,3.2148,1.3165,3.2595,2.1705,1.4656,1.0187,1.8076,1.8709,1.5406,1.9586,3.4789,2.1705,0.4896,-3,1.0212,1.5691,2,0.0043,1.0894,-2,1.5809,0.0086,1.8389,0.0043,-2,-1.5229,3.2595,-2,-2,1.0795,-0.1327,0.4277,3.2226,2.0068,0.0409,3.2595,-2,1.089,1.0022,26.9653,1.4308,0
25,65.1,3804,540,15.78,-26.85,41.49,7.87,0.1,-5.0692,238.722,4.6,2,4.6,10.9133,4.5633,473.4521,210.1225,16.1135,3205.9817,20.4483,156.785,25.9622,263.3296,-49.5784,1.9833,75.605,33.62,42.63,2.0856,18.9684,29.8618,15.8108,12.3947,-311.9013,62.3053,66.72,2.2532,1.7979,29.3823,13.5383,22,3,2,3,0,1,34.9712,0.6667,1,0.3333,100,2,2,D,0.0003,14.2911,14.2911,0.0883,1.8136,3.506,2.1953,3.5802,1.038,2.6753,2.3225,0.6593,1.6297,1.4761,1.3646,1.1981,1.5297,3.4294,2.3779,0.3192,-3,1.0253,1.5266,2,0.0043,0.3547,1.2075,1.6179,0.896,2.7324,-0.1696,1.8786,-1.0074,1.4682,-2,1.5438,0.3032,1.3107,1.278,2.4205,1.7945,0.2572,1.1319,0.0043,0.2974,1.1554,75.2926,1.8768,0
26,61.99,4121,3,11.67,-11.08,130.81,43.69,2,0.0458,928.553,6.5,3,6.5,10.4345,3.7433,411.4812,387.0192,384.2116,10868.9567,25.1508,432.1514,41.6266,24.4621,125.6611,0.4431,391.3392,87.12,22.75,1.6905,33.3996,59.8553,8.7027,26.7426,18987.8052,34.5604,143.03,1.0632,16.8212,1.071,3.7124,28,3,0,1,2,2,110.8403,0.001,0.3333,0.6667,33.3333,7,2,W,0.0435,0.0081,0.0081,0.2547,1.7924,4.0362,2.6356,3.615,1.0185,2.6143,2.5877,0.5733,1.357,1.5446,1.5902,1.0671,1.8052,4.3422,2.9678,0.228,-3,1.0969,1.9401,1.523,-0.4643,0.0307,2.5846,2.1166,1.6404,0.4786,-1.9586,2.5926,-0.5772,0.0338,0.3032,2.0447,-2,1.4006,1.5237,1.3887,1.5386,1.2261,0.5708,0.3032,-0.3535,-1.7423,167.7148,2.2246,0
27,63.33,433,175,12.92,-16.25,131.57,11.56,0.1,-2.175,521.553,4.6,2,4.6,10.6285,3.9208,423.8369,346.4021,93.6299,6495.359,18.0676,359.5039,35.7289,77.4348,23.0551,0.8126,111.052,120.01,29.17,3.0272,8.7862,49.6374,11.3387,38.7338,-521.3182,89.1195,66.72,1.2235,5.4735,4.5267,8.0932,26,3,1,1,2,3,52.3693,0.3333,0.3333,1,33.3333,7,2,W,0.0003,6.6544,6.6544,0.1717,1.8017,3.8126,2.5557,2.6365,1.0265,2.6272,2.5396,0.5934,1.4649,1.5162,1.5283,1.1113,1.7295,3.3942,2.7173,0.481,-3,1.0253,2.0792,1.523,-0.4643,0.0911,1.9715,2.1192,1.063,2.2431,-0.4643,2.0456,-0.7406,0.6567,0.3032,1.7192,0.0043,1.2569,0.9438,1.889,1.95,0.7391,0.9087,0.4786,-0.0901,0.8238,118.0364,2.072,0
28,66.07,545,340,15.39,-23.39,75.18,1.78,1,-4.7963,337.058,5.5,2,5.5,10.9216,4.4167,468.2892,267.6817,36.2908,4972.079,21.2173,234.3403,28.8151,200.6075,-28.0235,1.3893,115.398,73.4,38.78,2.6766,2.3677,35.7841,14.9836,20.5606,-312.3983,73.2002,66.72,1.7494,2.3344,12.9038,11.2022,24,3,1,3,0,1,41.8035,0.3333,1,0.3333,100,3,2,D,0.037,7.7282,7.7282,0.1717,1.8201,3.6965,2.3698,2.7364,1.0383,2.6705,2.4276,0.6451,1.5886,1.4801,1.425,1.1872,1.5997,3.4294,2.5277,0.4276,-3,1.0607,1.8657,2,0.0043,0.2454,1.5599,1.8761,0.2504,2.5315,-0.4643,2.0622,-0.7406,1.1111,-2,1.6213,0.0043,1.3267,0.3743,2.3024,1.8645,0.37,1.0497,0.0043,0.1428,0.8886,64.7456,1.8112,0
29,61.82,1034,260,13.87,-19.35,107.44,13.21,1,-2.6342,488.294,5.5,2,5.5,10.7511,4.265,442.0102,378.5906,127.2638,7103.0318,17.0483,416.6409,32.582,63.4196,10.4712,0.9052,168.4689,94.23,33.22,2.6404,12.2952,43.5706,12.7085,26.9876,-482.4477,66.323,174.52,1.1675,6.9696,3.4732,4.2172,26,3,0,1,2,2,104.8116,0.001,0.3333,0.6667,33.3333,7,2,W,0.0294,0.0184,0.0184,0.2547,1.7912,3.8514,2.6198,3.0145,1.0315,2.6454,2.5782,0.6299,1.5214,1.5101,1.4864,1.1421,1.6773,3.401,2.6887,0.4217,-3,1.0607,1.9742,1.523,-0.4643,0.071,2.1047,2.0312,1.1209,2.415,-1.9586,2.2265,-0.5772,0.542,0.3032,2.0205,-2,1.2317,1.0897,1.8023,1.8217,0.8438,0.6261,0.3032,-0.0433,-1.5467,173.9895,2.2405,0
30,60.54,2610,75,12.33,-10.89,80.14,17.02,2,1.0817,457.956,6.5,3,6.5,10.597,4.335,444.9887,337.7296,115.2398,6563.4897,19.0419,344.6869,41.8033,107.2592,2.9141,0.9717,131.2836,63.12,23.22,2.0999,21.2378,59.4976,8.7061,20.9963,804.8815,55.0173,143.03,1.3176,4.1487,3.8614,5.1013,26,4,0,3,1,2,87.2307,0.001,0.75,0.5,75,6,2,W,0.0902,0.0147,0.0147,0.3397,1.7821,3.8171,2.5374,3.4166,1.0252,2.6483,2.5286,0.637,1.3659,1.5573,1.5923,1.091,1.8028,3.5803,2.6608,0.3222,-3,1.0969,1.8002,1.8751,-0.1192,0.1231,2.0616,1.9038,1.231,1.8751,-1.9586,2.1182,-0.4563,0.5879,0.0043,1.9407,-2,1.2797,1.3271,2.0305,1.7405,0.619,0.7085,0.3032,-0.0125,-1.6073,152.2091,2.1824,0
31,66.95,1916,215,13.08,-22.58,67.44,8,1,-6.0867,287.45,5.5,2,5.5,10.5644,3.3633,393.3004,217.5304,58.8523,2546.5843,15.3347,166.0669,29.7161,175.7699,-26.9134,1.3682,88.5938,59.44,35.66,2.8154,11.8624,38.6019,13.7125,18.124,-225.2882,75.661,66.72,1.808,2.2376,6.6828,9.372,26,3,1,3,0,1,41.9655,0.3333,1,0.3333,100,3,2,D,0.0395,8.2361,8.2361,0.1717,1.8258,3.406,2.2203,3.2824,1.0238,2.5947,2.3375,0.5268,1.5522,1.4611,1.4381,1.1166,1.6294,3.4432,2.4586,0.4495,-3,1.0607,1.7741,2,0.0043,0.2596,1.7698,1.8289,0.9031,2.3325,-0.4643,1.9475,-0.7406,0.8256,-2,1.623,0.0043,1.1857,1.0742,2.245,1.8789,0.3517,0.9723,0.0043,0.1361,0.9162,54.6088,1.7373,0
32,57.93,1913,7,12.89,-1.22,169.42,95.25,2,4.8025,1478.998,6.5,3,6.5,11.0457,5.0058,472.2747,469.1069,1043.9329,19558.8426,32.8876,594.7182,56.0341,3.1678,213.1648,0.3193,428.432,74.17,14.11,1.3746,56.2212,75.6262,5.2529,26.0935,109.3782,21.1713,174.52,1.0068,149.086,0.4524,2.9898,30,4,0,1,3,4,157.9626,0.001,0.25,1,25,8,2,W,0.0234,0.0058,0.0058,0.3397,1.763,4.2913,2.7743,3.2817,1.0432,2.6742,2.6713,0.6995,1.1495,1.5999,1.6882,1.1103,1.9011,3.4927,3.17,0.1382,-3,1.0969,1.8702,1.3981,-0.585,0.0072,3.0187,2.229,1.9789,0.8457,-1.9586,2.6319,-0.4563,-0.335,0.4786,2.1986,-2,1.517,1.7499,0.5021,1.3257,2.1735,0.4771,0.6031,-0.4958,-1.8013,146.0385,2.1645,0
33,66.77,607,2,11.78,-20.89,68.07,7.11,1,-6.26,239.692,5.5,2,5.5,10.3501,2.7542,331.5689,221.6004,18.0916,1484.8863,8.6705,171.2565,31.296,109.9685,-27.7098,1.3833,78.91,60.96,32.67,3.4079,10.4451,42.4621,12.5327,18.9863,-200.2034,95.0533,103.372,1.4962,3.0151,18.3272,8.4964,26,2,1,2,0,1,39.0247,0.5,1,0.5,100,4,2,D,0.0491,15.7202,15.7202,0.0867,1.8246,3.1717,2.2336,2.7832,1.0149,2.5206,2.3456,0.44,1.5141,1.4585,1.464,1.0711,1.6671,3.4471,2.3797,0.5325,-3,1.0607,1.785,2,0.0043,0.1779,1.2577,1.833,0.8519,0.3032,-0.2924,1.8972,-1.0146,1.2633,-2,1.5915,0.0043,0.938,1.0189,2.0413,1.978,0.4807,0.9297,0.0043,0.1409,1.1967,82.9656,1.9189,0
34,66.52,1291,400,14.89,-23.72,77.64,6.18,1,-4.955,350.498,5.5,2,5.5,10.8393,4.3117,464.5036,269.044,40.7842,4902.6716,20.7456,236.3234,28.5888,195.4597,-24.5435,1.3253,111.0136,71.46,38.61,2.6582,7.9598,35.5318,14.9688,20.3151,-302.0946,69.5527,66.72,1.7265,2.3765,11.3893,10.8423,23,3,1,3,0,1,42.8416,0.3333,1,0.3333,100,3,2,D,0.0355,7.4135,7.4135,0.1717,1.823,3.6904,2.3735,3.1109,1.035,2.667,2.4298,0.6346,1.5867,1.4778,1.4196,1.1729,1.5969,3.431,2.5447,0.4246,-3,1.0607,1.8541,2,0.0043,0.2397,1.6106,1.8901,0.791,2.6021,-0.4643,2.0454,-0.7406,1.0569,-2,1.632,0.0043,1.3169,0.9009,2.2911,1.8423,0.3778,1.0355,0.0043,0.1223,0.8706,70.223,1.8465,0
35,61.01,313,110,12.92,-16.75,125.35,13.21,1,-2.015,508.996,5.5,2,5.5,10.6201,3.9975,421.6289,360.3539,175.1893,6814.288,17.7521,383.8579,35.2164,61.2749,20.7213,0.8284,165.6139,112.14,29.67,2.9552,10.5385,48.7742,11.4236,30.8474,-566.9302,72.7253,174.52,1.17,6.8809,2.4067,3.6854,29,3,0,1,2,2,114.405,0.001,0.3333,0.6667,33.3333,7,2,W,0.0314,0.0197,0.0197,0.2547,1.7855,3.8334,2.5842,2.4956,1.0261,2.6249,2.5567,0.6018,1.4723,1.5183,1.5218,1.1113,1.7224,3.3862,2.7067,0.4706,-3,1.0607,2.0498,1.523,-0.4643,0.0719,2.2435,2.0981,1.1209,2.0414,-1.9586,2.2191,-0.5772,0.3832,0.3032,2.0585,-2,1.2492,1.0228,1.7874,1.8617,0.8383,0.5677,0.3032,-0.0818,-1.5272,125.7634,2.0996,0
36,65,325,505,14.89,-23.61,90.93,7.87,1,-4.1574,376.936,5.5,2,5.5,10.8411,4.5139,471.8796,305.0383,37.4378,5880.5652,20.2018,291.0907,28.6816,166.8413,-20.1203,1.2519,122.7095,83.06,38.5,2.8948,8.655,35.7155,14.9063,23.7228,-358.548,75.523,66.72,1.547,2.8283,12.6044,11.3205,24,3,1,3,0,1,41.6836,0.3333,1,0.3333,100,4,2,D,0.0373,7.7876,7.7876,0.1717,1.813,3.7694,2.464,2.5119,1.0351,2.6738,2.4844,0.6546,1.5855,1.4892,1.4214,1.1729,1.599,3.4218,2.5763,0.4616,-3,1.0607,1.9194,2,0.0043,0.1923,1.5734,1.9587,0.896,2.7033,-0.4643,2.0889,-0.7406,1.1009,-2,1.6201,0.0043,1.3054,0.9373,2.2223,1.8781,0.4531,1.0542,0.0043,0.0976,0.892,79.594,1.9009,0
37,68.09,2516,185,10.28,-25.47,51.18,7.11,1,-8.7733,231.684,5.5,2,5.5,10.0512,2.3425,305.5561,189.2592,14.3668,1285.1068,9.7504,131.7998,27.3677,116.2969,-24.1763,1.3188,88.5618,44.07,35.75,2.6509,13.8921,35.3292,13.9712,13.821,-159.2458,71.5855,66.72,1.6145,2.6274,21.2682,6.2265,28,2,1,2,0,1,49.0737,0.5,1,0.5,100,4,2,D,0.0375,11.7298,11.7298,0.0867,1.8331,3.1089,2.1199,3.4007,1.0022,2.4851,2.2771,0.3697,1.5533,1.4187,1.3897,1.012,1.5947,3.4534,2.3649,0.4234,-3,1.0607,1.6441,2,0.0043,0.2107,1.1577,1.7091,0.8519,2.2672,-0.2924,1.9473,-1.0146,1.3279,-2,1.6909,0.0043,0.989,1.1428,2.0656,1.8548,0.4212,0.7949,0.0043,0.1202,1.0697,42.1271,1.6246,0
38,63.44,933,385,14.28,-24.78,58.59,5.42,0.1,-4.3025,271.756,4.6,2,4.6,10.7276,4.3025,452.2194,245.9046,14.6174,3541.5736,17.399,203.5507,27.7609,206.3148,-39.9061,1.6641,69.799,53.17,39.06,2.5872,9.2507,34.1093,14.6635,17.1939,-340.8141,75.9236,66.72,1.839,2.1919,30.9371,12.8835,24,3,1,3,0,1,35.1007,0.3333,1,0.3333,100,3,2,D,0.0004,8.0264,8.0264,0.1717,1.8024,3.5492,2.3087,2.9699,1.0305,2.6553,2.3908,0.6337,1.5917,1.4871,1.4017,1.1547,1.581,3.4247,2.4342,0.4128,-3,1.0253,1.7257,2,0.0043,0.2669,1.1652,1.7678,0.734,2.5855,-0.4643,1.8439,-0.7406,1.4906,-2,1.5454,0.0043,1.2405,0.9662,2.3146,1.8804,0.3428,1.1104,0.0043,0.2212,0.9051,71.6549,1.8553,0
39,63.98,1386,1,13.5,-20.17,98.04,18.42,1,-3.8617,472.809,5.5,2,5.5,10.672,3.9217,426.3172,275.0632,133.0226,5609.5115,22.8806,245.1647,31.8497,151.254,10.9055,0.9017,183.7731,79.62,33.67,2.4883,18.7882,42.4444,12.9635,23.2168,-335.6983,58.9247,66.72,1.5499,2.8186,3.2048,8.4951,26,3,1,2,1,2,50.1841,0.3333,0.6667,0.6667,66.6667,4,2,D,0.0276,5.792,5.792,0.1717,1.8061,3.7489,2.3895,3.1418,1.0282,2.6297,2.4394,0.5935,1.5272,1.4933,1.4747,1.1303,1.6669,3.4256,2.6747,0.3959,-3,1.0607,1.901,1.824,-0.1696,0.1931,2.124,1.9914,1.2653,0.0043,-0.4643,2.2643,-0.7406,0.5072,0.0043,1.7007,0.0043,1.3595,1.2739,2.1797,1.7703,0.4516,0.9297,0.3032,-0.0449,0.7636,77.7165,1.8905,0
40,68.18,1365,260,9.31,-25.39,44.83,5.97,1,-9.36,225.466,5.5,2,5.5,9.8707,2.0975,284.4497,178.6256,56.0644,1115.9789,9.3203,119.7365,27.4295,105.8241,-20.7361,1.2616,92.1346,38.86,34.7,2.386,13.317,36.1075,13.5929,12.2761,-145.2228,65.3373,103.372,1.5924,2.6879,5.0736,4.6855,28,1,1,1,0,1,60.7086,1,1,1,100,4,1,D,0.0327,20.6426,20.6426,0.0017,1.8337,3.0477,2.0782,3.1351,0.9943,2.454,2.2519,0.3217,1.5403,1.4089,1.3911,0.9689,1.6032,3.4556,2.3531,0.3777,-3,1.0607,1.5895,2,0.0043,0.2048,1.7488,1.6516,0.776,2.415,0.0043,1.9645,-1.9318,0.7062,-2,1.7833,0.0043,0.9694,1.1244,2.0246,1.8152,0.431,0.6717,0.0043,0.1009,1.315,41.5738,1.6188,0
41,60.03,107,2,9.94,-12,59.94,14.73,0.1,-1.4867,385.672,4.6,2,4.6,9.984,2.9575,333.3478,299.7364,200.5984,2503.7629,8.8553,282.7402,40.576,33.6114,15.6966,0.8643,127.249,45.21,21.94,1.865,24.5746,60.0655,8.4652,14.8245,-569.4089,46.1258,174.52,1.1121,9.9177,1.6618,3.6535,24,2,0,1,1,0,91.2409,0.001,0.5,0,50,7,1,W,0.0002,0.0126,0.0126,0.1698,1.7784,3.3986,2.4514,2.0294,0.9993,2.5229,2.4767,0.4709,1.3412,1.5252,1.5798,0.9974,1.8066,3.3857,2.5862,0.2707,-3,1.0253,1.6552,1.6991,-0.2924,0.05,2.3023,1.7777,1.1682,0.3032,-1.9586,2.1047,-0.7452,0.2232,0.0043,1.9602,-2,0.9472,1.3905,1.5266,1.6639,0.9968,0.5639,-2,-0.0633,-1.6459,52.3313,1.7188,0
42,67.4,2173,255,14.67,-27,47.37,0.03,1,-5.9358,156.161,5.5,2,5.5,10.7522,4.03,445.9404,156.161,0,1711.7188,17.8691,95.7923,25.9458,289.7794,-64.9816,2.8556,6.935,47.34,41.67,3.6401,0.0633,30.1659,15.5793,16.7828,-262.4618,128.9653,66.72,2.8556,1.5389,445.9404,114.5493,23,3,2,3,0,1,3.893,0.6667,1,0.3333,100,2,2,D,0.0692,29.9358,27.0158,0.0883,1.8287,3.2334,1.9813,3.3371,1.0315,2.6493,2.1936,0.6053,1.6198,1.4634,1.3617,1.1664,1.5336,3.4374,2.1936,0.5611,-3,1.0607,1.6752,2,0.0043,0.4572,-2,1.6755,-1.5229,2.4066,-0.1696,0.8417,-1.0074,2.6493,-2,0.5914,0.3032,1.2521,-1.1986,2.4621,2.1105,0.19,2.059,0.0043,0.4557,1.4318,59.5385,1.7748,0
43,68.29,268,1,8.97,-24.08,51.82,5.08,1,-8.9467,181.759,5.5,2,5.5,9.7993,1.9467,266.3521,163.5374,21.6849,761.4265,7.3625,103.42,28.5151,102.8146,-31.7599,1.4654,60.982,46.74,33.05,3.4212,9.8032,38.7623,12.8323,14.6554,-143.4313,96.757,66.72,1.6287,2.5906,12.2828,7.7565,26,1,1,1,0,1,34.3392,1,1,1,100,3,1,D,0.0507,32.4907,28.9913,0.0017,1.8344,2.8816,2.0146,2.4282,0.9912,2.4255,2.2136,0.2893,1.5192,1.4159,1.4136,0.9528,1.6311,3.4558,2.2595,0.5342,-3,1.0607,1.6697,2,0.0043,0.2145,1.3364,1.7145,0.7059,0.0043,0.0043,1.7853,-1.9318,1.0897,-2,1.5359,0.0043,0.867,0.9914,2.0121,1.9857,0.4151,0.8902,0.0043,0.166,1.4624,32.779,1.5156,0
44,60.12,76,3,13.06,-4.72,263.65,56.39,3,4.0509,1684.782,7.5,3,7.5,10.9483,5.0648,487.8482,480.2807,1225.3179,22122.5581,35.7728,618.4177,50.1544,7.5675,245.3497,0.2896,690.598,207.26,17.78,1.8779,21.3882,69.3765,6.517,64.0263,160.8775,45.6033,143.03,1.0158,64.4662,0.3981,4.3358,32,4,0,1,3,3,112.5166,0.001,0.25,0.75,25,7,2,W,0.0959,0.0073,0.0073,0.3397,1.7791,4.3448,2.7913,1.8809,1.0393,2.6883,2.6815,0.7046,1.2499,1.5916,1.6559,1.1159,1.8656,3.4998,3.2265,0.2737,-3,1.1303,2.3165,1.3981,-0.585,0.0111,3.0883,2.421,1.7512,0.4786,-1.9586,2.8392,-0.4563,-0.3892,0.4786,2.0513,-2,1.5536,1.3302,0.8795,1.659,1.8094,0.6381,0.4786,-0.5382,-1.762,150.1837,2.1766,0
45,61.74,2634,5,12.83,-10.7,91.78,18.54,1,1.1092,500.25,5.5,2,5.5,10.718,4.4425,454.5039,389.03,136.5512,7980.4911,18.3087,435.885,41.9814,65.4739,10.0651,0.9086,143.5482,73.24,23.53,2.2016,20.2005,59.3118,8.9524,25.1205,807.1245,60.2591,174.52,1.1683,6.9418,3.3285,4.3976,26,4,0,3,1,2,103.352,0.001,0.75,0.5,75,7,2,W,0.0235,0.0151,0.0151,0.3397,1.7906,3.902,2.6394,3.4206,1.0301,2.6575,2.59,0.6476,1.3716,1.5576,1.5944,1.1082,1.8015,3.5806,2.6992,0.3427,-3,1.0607,1.8647,1.8751,-0.1192,0.0713,2.1353,1.9627,1.2681,0.6998,-1.9586,2.157,-0.4563,0.5236,0.0043,2.0144,-2,1.2627,1.3054,1.8161,1.78,0.8421,0.6442,0.3032,-0.0416,-1.6003,224.4524,2.3511,0
46,61.24,3438,215,13.65,-21.39,37.08,0.03,0.1,-2.4692,158.135,4.6,2,4.6,10.6784,4.2467,440.5978,158.135,0,1612.9004,16.49,97.8107,30.7261,282.4628,-64.109,2.7862,18.35,37.05,35.04,2.8138,0.0809,40.2558,12.9035,14.4953,-522.5834,109.9966,103.372,2.7862,1.5598,440.5978,42.1286,22,3,2,3,0,1,10.4584,0.6667,1,0.3333,100,2,2,D,0.0005,22.6809,22.6809,0.0883,1.7871,3.2076,1.9904,3.5363,1.0285,2.644,2.199,0.6281,1.5446,1.5123,1.4565,1.1351,1.646,3.394,2.199,0.4493,-3,1.0253,1.5688,2,0.0043,0.4466,-2,1.5691,-1.5229,2.3325,-0.1696,1.2639,-1.0074,2.6441,-2,1.0199,0.3032,1.2172,-1.0921,2.451,2.0414,0.1958,1.6247,0.0043,0.445,1.3559,106.6808,2.0281,0
47,70.61,29,1,6.17,-27.83,35.56,2.03,1,-11.6342,125.984,5.5,2,5.5,9.2698,1.1389,180.4285,100.9703,25.0137,229.8107,4.9478,46.4474,25.3618,79.4582,-30.1751,1.4322,59.944,33.53,34,3.3871,5.7087,33.5548,13.1577,10.8091,-113.0941,102.9568,66.72,1.7869,2.2707,7.2132,4.651,28,0,0,0,0,0,38.7935,0.001,0,0,0,3,1,D,0.0541,0.0346,0.0346,0,1.8489,2.3614,1.667,1.4625,0.9671,2.2563,2.0042,0.0565,1.5315,1.3686,1.3458,0.7903,1.5747,3.4604,2.1003,0.5298,-3,1.0607,1.5254,-2,-2,0.2545,1.3984,1.551,0.3075,0.0043,-1.9586,1.7778,-2,0.8587,-2,1.5889,-2,0.6944,0.7565,1.9002,2.0127,0.3581,0.6685,-2,0.156,-1.3507,4.4532,0.6488,0
48,65.62,9,1,7.5,-19.28,78.49,6.1,1,-6.1157,267.716,5.5,2,5.5,9.4249,1.8796,250.9703,197.1201,54.7659,1147.2879,8.1362,141.0111,32.7591,53.8502,6.6724,0.9374,82.2071,72.39,26.78,3.5182,7.7717,48.9905,10.457,23.6759,-170.9852,106.1239,66.72,1.2732,4.6605,4.5826,4.9538,28,0,0,0,0,0,50.6626,0.001,0,0,0,6,1,W,0.0395,0.0255,0.0255,0,1.8171,3.0597,2.1493,0.9547,0.9743,2.3996,2.2947,0.2741,1.4278,1.4607,1.4874,0.8751,1.7242,3.4516,2.4277,0.5463,-3,1.0607,1.8597,-2,-2,0.1083,1.7386,1.8948,0.7853,0.0043,-1.9586,1.915,-2,0.6621,-2,1.7048,-2,0.9104,0.8905,1.7313,2.0258,0.6694,0.6958,-2,-0.0281,-1.4498,13.18,1.1199,0
49,59.52,28,1,11.94,-3.56,485.65,115.06,3,4.1806,3233.674,7.5,3,7.5,10.6619,4.9306,474.0486,474.0486,2616.5954,19851.5452,32.8041,605.1541,52.1972,0,582.1398,0.1466,1248.8711,370.59,15.5,1.8022,23.692,72.7784,5.9186,111.8174,141.5754,41.4949,143.03,1,474.0486,0.1812,3.3143,36,4,0,0,4,4,143.03,0.001,0,1,0,8,2,W,0.0614,0.0048,0.0048,0.3397,1.7747,4.2978,2.7819,1.4473,1.0278,2.6758,2.6758,0.6929,1.1903,1.5931,1.6669,1.077,1.8852,3.4971,3.5097,0.2558,-3,1.1303,2.5689,-2,-2,0.0043,3.4177,2.6863,2.0609,0.0043,-1.9586,3.0965,-0.4563,-0.7185,0.6031,2.1555,-2,1.5159,1.3746,-2,1.618,2.6758,0.5217,0.6031,-0.8339,-1.8297,193.3644,2.2864,0
50,65.09,1632,446,14.89,-23.61,79.12,6.99,1,-4.1567,355.664,5.5,2,5.5,10.8413,4.5133,472.2398,288.4256,33.1359,5475.593,20.6431,265.2504,28.6816,183.8141,-24.6857,1.3278,114.9767,72.13,38.5,2.6695,8.8347,35.7155,14.905,21.1901,-358.58,71.4947,66.72,1.6373,2.5691,14.2516,11.4261,24,3,1,3,0,1,41.33,0.3333,1,0.3333,100,3,2,D,0.0354,7.3934,7.3934,0.1717,1.8136,3.7384,2.4237,3.2127,1.0351,2.6742,2.46,0.6545,1.5855,1.4892,1.4214,1.1729,1.599,3.4218,2.551,0.4264,-3,1.0607,1.8581,2,0.0043,0.2168,1.5204,1.8983,0.8445,2.6493,-0.4643,2.0606,-0.7406,1.1542,-2,1.6164,0.0043,1.3148,0.9462,2.2644,1.8543,0.4115,1.0583,0.0043,0.1231,0.8694,85.2412,1.9307,0
